source,dest,magnitude,sisters,pseudolik_0,pseudolik_1,correct_inf
8.0,7.0,0.4800977604607741,False,256.8971302469049,28.469852266426845,True
14.0,2.0,0.33721266251847865,False,77.97219005918686,28.85545220031675,False
3.0,14.0,0.3477229485109894,False,386.0424276257895,46.64859602813979,False
17.0,16.0,0.07704006461039682,True,20.61844240345986,15.044714557780221,False
15.0,14.0,0.14767472775032436,True,21.061964883790758,14.912283411239912,False
2.0,3.0,0.19868713591681708,False,88.21486220978089,14.716044037635186,True
5.0,8.0,0.33447713941149215,False,339.48639359085445,36.10858310233555,False
0.0,2.0,0.4199613082116115,False,29.521788495476578,12.98712681475844,False
16.0,15.0,0.3705696238045299,False,16.321021984074665,13.540979334886373,False
13.0,17.0,0.4068023630057254,False,22.501840287720416,13.762841869310254,False
9.0,10.0,0.07543093846283283,False,73.48308503040481,24.036793487328676,False
4.0,8.0,0.17989316096863495,False,131.3566110958183,20.522197228709185,True
0.0,6.0,0.2701034879342554,False,166.57916004803135,21.491754534990548,False
5.0,7.0,0.43157979322575324,False,39.34202876492241,19.25437073933022,False
2.0,7.0,0.25321306310970504,False,242.64408523012978,15.442616737331281,False
10.0,2.0,0.34837352833943536,True,11.417125821433899,9.968541416283221,False
8.0,7.0,0.27201464844895196,False,205.65392432838703,30.849950975066445,False
7.0,3.0,0.3965706233389735,False,118.64911172393965,37.1701993292728,False
5.0,6.0,0.35737749119057416,True,17.957793837680267,14.042473728523884,False
5.0,4.0,0.4636914168384511,False,439.86193509172307,24.553642082089386,True
15.0,16.0,0.3951399070268081,False,15.44154635025076,13.68407581532761,False
0.0,5.0,0.1337989505405871,False,454.3278032297177,35.529663886513724,False
4.0,2.0,0.4207994968637918,False,77.779847520278,19.257728589447694,True
7.0,10.0,0.2669376378756897,False,313.99688666363863,52.427236044247195,True
14.0,16.0,0.32095271479245563,False,23.23541900125266,17.102422506872266,False
1.0,2.0,0.2886060912424124,False,39.63198735746143,14.452138619720177,False
11.0,12.0,0.1391384659264572,False,85.4801786863489,29.045716685425198,True
4.0,6.0,0.08520531714224983,False,145.42575267401918,28.62505500979241,False
0.0,9.0,0.2261379638337745,False,172.66413382518292,16.99842922543228,True
11.0,10.0,0.4224940974888023,False,849.3943935888495,87.92808173798637,False
13.0,7.0,0.3450602777569482,False,318.0740351377244,97.78849493836829,False
4.0,6.0,0.10719675050040567,False,126.63147399465012,19.83260844991792,False
12.0,15.0,0.2944153596777527,False,144.2405005139915,39.383839760595315,False
1.0,8.0,0.4665692690151072,False,543.2814201085911,28.902451457017264,True
2.0,3.0,0.19866178106615795,False,61.25873418799564,11.786561624002502,True
1.0,4.0,0.10176703697895581,False,53.82239722935864,15.20851036846726,True
0.0,9.0,0.3343428663747922,False,542.711467503218,27.371864049484834,True
4.0,2.0,0.2964802003549676,False,42.260564074449995,17.337499980566484,True
0.0,2.0,0.446732946082033,False,132.98538271798435,17.82490356066205,True
9.0,10.0,0.3704261111536913,False,69.36855023463083,16.992740695125253,True
12.0,4.0,0.20116783730516857,False,23.2674010960894,16.893477064533105,False
0.0,1.0,0.34617157552874706,True,12.461706478412278,10.879222979607983,False
3.0,8.0,0.20295714595025527,False,249.2453911889496,19.287977464925184,True
1.0,8.0,0.17255120510202857,False,390.42617740572285,50.07185355582876,True
14.0,15.0,0.11181763447762313,True,20.56945849394034,16.750535647683876,False
11.0,7.0,0.20270717400618116,True,20.365692545718282,17.512202362928875,False
9.0,4.0,0.07797020912973757,False,62.468095705623846,21.000037467881956,False
13.0,15.0,0.33639392119331996,False,53.449829513159635,29.19462951963159,False
1.0,5.0,0.23267872754080043,False,745.4990403027107,59.323190949735306,False
15.0,12.0,0.3056002284867447,False,29.6934484979319,15.578050323424247,False
15.0,12.0,0.36900422496487334,False,55.47349675692671,12.743147999808473,False
2.0,8.0,0.10617942541290104,False,103.40454725457684,23.925239758310635,True
3.0,4.0,0.14396427048742183,True,20.64855966482997,16.79420001109155,False
2.0,5.0,0.14826766766062857,False,347.070191864396,33.719209632239505,False
2.0,4.0,0.3515946922747053,False,186.28858727697335,27.78611110531892,True
6.0,7.0,0.09499605477236261,False,33.437065880864274,30.886737247141923,False
2.0,6.0,0.051154042237288734,False,80.0291180892588,14.895658921522884,True
4.0,1.0,0.38347522017930796,False,409.1997550794782,26.56041926816476,False
7.0,1.0,0.21519476186308234,False,109.34640640114606,29.713800139544954,False
6.0,8.0,0.21009306025000885,False,243.15277831654814,40.05688929886703,True
9.0,1.0,0.3595337516909454,False,591.4876293799664,40.954986663139074,False
1.0,8.0,0.11091075794585759,False,44.276756427420246,17.39298053607992,True
4.0,8.0,0.35261659702430936,False,358.7444875149705,36.81487146682667,True
4.0,8.0,0.06415268529787094,False,35.1957941482461,16.79144748645969,False
6.0,0.0,0.4183350954301738,False,706.2987773475892,25.297395960067366,True
2.0,5.0,0.4861842922694175,False,480.6966877370901,19.512937888769635,False
0.0,3.0,0.09280230461148711,False,20.62975946183098,13.497490202026707,True
2.0,3.0,0.1587953780969223,False,109.92851434695736,14.031455147281978,False
0.0,1.0,0.08175377833432587,True,16.76766451446083,13.96996208630559,False
16.0,15.0,0.29460220837507195,False,18.378586989416963,15.547321949119134,False
9.0,4.0,0.46843704453191076,False,813.3118245871252,109.20741566381932,True
6.0,9.0,0.10605404464339466,False,66.4840051262732,17.84167805087404,True
15.0,2.0,0.21125309760555472,False,97.37728714699331,65.35238167209528,False
15.0,14.0,0.46722538899037613,True,15.616239929456754,13.90474866446069,False
7.0,6.0,0.3695554154803313,False,14.214676626584122,12.476047345298356,False
6.0,1.0,0.10976381944986195,False,119.08094450893972,23.185099172814454,True
3.0,4.0,0.3467903437931425,True,28.329939137622194,17.765310012690588,False
10.0,9.0,0.3350977941174485,False,141.01857864153598,99.9604534394894,False
7.0,8.0,0.28929432662153687,False,190.77931667476565,21.200457956659537,True
6.0,8.0,0.34126779169701155,False,465.8275663525062,24.7136012132949,True
5.0,6.0,0.0723813250349463,True,17.618292462519797,13.139055467891048,False
3.0,15.0,0.20911920379256427,False,60.74987053798035,14.819706827679678,True
0.0,6.0,0.2061772929398365,False,410.51430256371737,39.16795626026543,False
8.0,12.0,0.20747778322125005,False,179.9515475468234,41.58025890981364,False
3.0,14.0,0.35452381449695725,False,560.8315777589182,34.37304623373908,True
7.0,5.0,0.4622381463792956,False,29.71544988924478,19.322450161764326,False
2.0,3.0,0.4044103596082618,False,164.62861898689712,16.74750388520359,True
3.0,0.0,0.16893654525906282,False,76.89269998556904,22.07920338802286,True
1.0,3.0,0.3291927888867249,False,145.6590136631155,21.484070327253292,True
5.0,0.0,0.41942836062361216,False,1113.8683343618377,103.67658295770433,False
9.0,4.0,0.06710060941511539,False,57.951204471429534,19.603515214666285,True
7.0,12.0,0.1462897280518298,False,125.03087366974549,23.063521168391446,False
11.0,9.0,0.2725727708022889,False,93.23554580527427,25.21941703238313,True
10.0,8.0,0.46031551388575426,False,795.09213986239,51.113976819628206,True
1.0,8.0,0.05352521366432235,False,144.79590450709244,26.029338670766098,True
7.0,15.0,0.2942140641481123,False,32.1600661912759,13.241743100713585,False
1.0,3.0,0.38868613048826817,False,309.55962027754833,32.06699739610386,True
2.0,0.0,0.11541301429744391,False,20.652210276314246,13.843464317862168,False
1.0,0.0,0.3875543030196082,True,16.94518862890209,14.6265467427161,False
6.0,8.0,0.24959516765580442,False,273.4072809890447,28.797850979491745,True
8.0,9.0,0.059549811883444236,True,11.093633675691974,9.916614301131581,False
11.0,13.0,0.36384495657957966,False,371.53201775383576,29.848227203012833,True
0.0,6.0,0.14070570821636622,False,424.7824097011298,48.54960719352442,False
4.0,15.0,0.30192977123992526,False,354.3352428363881,23.178479747891643,True
2.0,0.0,0.08933932314581099,False,23.81004358211166,20.8368368243322,False
10.0,5.0,0.3657720291498612,False,695.7808717172767,551.5969710139684,False
12.0,13.0,0.14606319718881755,True,16.804029902126274,14.692431321297475,False
14.0,4.0,0.35939940366877776,False,130.05218370583412,74.84088580556838,False
7.0,2.0,0.376955650517371,False,416.78497992074176,36.54049883624248,True
9.0,6.0,0.056267559341119065,False,29.520133577587995,15.829971613580364,False
9.0,5.0,0.08011412102245791,False,52.94747544075344,13.804118854342478,False
1.0,3.0,0.19475943806043416,False,87.42366858511468,13.054078691241918,True
2.0,7.0,0.412138282829793,False,757.5305910201374,98.49684892245394,True
9.0,10.0,0.1822540845460533,False,72.2147352261794,16.842284251137638,True
4.0,14.0,0.2956048011946641,False,118.55139120666041,23.006218367078926,True
7.0,10.0,0.09258446849272048,False,34.56451541552257,18.20092719270642,False
9.0,8.0,0.0668176029019748,True,23.147857640145773,18.190535041622788,False
3.0,4.0,0.09780726597532441,True,16.84621372886663,11.633898310423037,False
4.0,14.0,0.1498220329957139,False,187.80908581747994,44.389012025016555,True
15.0,3.0,0.19518226093380142,False,172.4888504709558,116.54088545853979,False
4.0,10.0,0.0828098010456791,False,77.80405816539943,22.7376099593619,False
2.0,5.0,0.4514182044916033,False,1072.6277262818237,162.16382160838197,False
2.0,4.0,0.17936525439331757,False,114.45846995655542,19.59560660970705,True
10.0,7.0,0.10636621411281634,False,209.8582425445045,69.96062852661673,False
13.0,14.0,0.23821727332455467,False,31.487084417296344,16.140670257435787,False
1.0,7.0,0.45117281823399946,False,1159.1021727289021,82.64953370150542,True
8.0,6.0,0.22783299103927174,False,234.3149856942514,23.742156849672828,False
5.0,4.0,0.058224946443254544,False,140.51710218348026,37.24707640217676,False
11.0,7.0,0.21032582386008797,True,23.13484263386023,18.584359976557,False
4.0,11.0,0.2474997241811659,False,104.95027874209549,16.881316228122014,True
1.0,2.0,0.14628024202640622,False,28.018035303311848,16.145517570224197,True
10.0,13.0,0.4958478227144955,False,77.85749567751574,23.964015257023327,False
9.0,3.0,0.475042118999126,False,723.5171243638046,140.94344411960304,True
9.0,2.0,0.16638524069372593,False,51.43614933480761,15.235678373510254,True
1.0,0.0,0.4498094988889325,True,12.661918851529546,9.835097678511646,False
15.0,2.0,0.3260795004427134,False,101.3661311611917,16.161520554630705,False
13.0,14.0,0.4990974391857092,False,50.323880261787245,23.619228083441875,True
6.0,9.0,0.15491816726553517,False,163.59035473399507,18.863955224004332,True
11.0,2.0,0.2574604891664837,False,165.21897267075485,118.66249311083499,False
10.0,7.0,0.3553606472635626,False,446.42289199046985,30.033058367391774,False
14.0,15.0,0.4017588906809466,True,14.655626521467362,12.444071153405307,False
14.0,10.0,0.38960064924372056,False,104.82299384652079,22.221392118846715,False
6.0,0.0,0.36824526494302307,False,662.5413937993832,29.41960918584236,True
12.0,15.0,0.19644658664532616,False,27.66146393885715,19.812485405739945,False
5.0,1.0,0.37934084029033954,False,1098.3837404337594,258.8301633160455,False
7.0,5.0,0.329449800981762,False,20.614910012575656,15.92010783096551,False
8.0,0.0,0.06995387594215413,False,15.9244574856935,10.966922484477372,False
9.0,1.0,0.46734572089724397,False,389.8897954089939,20.93890506597727,False
3.0,6.0,0.17039541248162549,False,575.9251255360377,43.54767608363722,False
12.0,14.0,0.24978015514585927,False,27.261978335891182,18.95863407472812,False
6.0,2.0,0.2341301117477957,False,792.7402268963978,56.50497159445599,True
3.0,8.0,0.21776118214702994,False,331.911083528227,37.1408088708337,True
1.0,2.0,0.3479497333122171,False,63.43203206311026,15.80574710632223,True
8.0,12.0,0.494610288638127,False,273.00386958224175,85.58274898125727,False
4.0,3.0,0.18523493358775456,True,20.548962044643865,16.93101002794606,False
12.0,13.0,0.1903209002640608,True,19.06809689828116,16.476161283377444,False
14.0,15.0,0.30603602068356367,True,20.692227802097516,17.758662582394745,False
1.0,6.0,0.22996550675629718,False,244.91674942103742,18.56128966298466,False
11.0,7.0,0.18421356247453258,True,17.580794585722575,15.550246507194517,False
4.0,0.0,0.14281687276658495,False,90.99944161542639,17.586967920755548,False
3.0,8.0,0.08262132893306037,False,92.03182862255935,19.482597047610067,False
9.0,6.0,0.18907147437355487,False,202.3994414547794,37.61274087464548,False
15.0,14.0,0.1495028906491644,True,18.639853150300176,14.749520569817001,False
10.0,3.0,0.19973910260786643,False,149.7927883158117,17.76891823879001,False
9.0,11.0,0.14290006735592584,False,60.39724099518607,19.97535150772293,False
0.0,3.0,0.2324162363419221,False,61.9526907615229,17.599594354746888,True
1.0,8.0,0.2581375587962819,False,259.85737424211476,28.39685788414971,False
15.0,11.0,0.4072271207586286,False,29.732348702488373,24.731150674990207,False
6.0,5.0,0.3048241331682137,True,16.21007926969821,11.360613718455493,False
0.0,7.0,0.1460289413724316,False,318.554939548781,45.571323865382205,False
11.0,4.0,0.4982755341811355,False,1106.5965982428647,197.1271630298035,True
3.0,15.0,0.2557519111298064,False,506.271648549792,45.44057792636254,True
4.0,7.0,0.19660647872092474,False,150.6427767409511,15.893145031174255,True
3.0,4.0,0.3813805195534267,True,13.947417391846033,11.43799550024115,False
3.0,15.0,0.3883685674094168,False,169.41021007216605,45.81673900320562,True
7.0,1.0,0.05607979816520814,False,55.24736259501292,17.205434986042675,False
9.0,3.0,0.13424671897509602,False,163.9129845760193,24.516590323339884,False
10.0,14.0,0.20296254520965157,False,142.14519190877138,28.585163025168768,True
8.0,14.0,0.14656501794916804,False,59.037885433546485,17.65996060249111,True
9.0,6.0,0.13963154254493448,False,72.58790376310846,18.037249740249685,False
1.0,6.0,0.2227555690308748,False,524.6649190267044,30.796359220780094,False
17.0,13.0,0.12328337718427419,False,16.677297155770084,14.788268835895142,False
3.0,1.0,0.2759300127021338,False,74.32086698034537,16.28548528726734,True
4.0,7.0,0.28748189564988597,False,398.4572652959181,111.29530232111075,True
9.0,10.0,0.0643384276338996,False,28.183607169601288,16.46283580294863,False
2.0,13.0,0.14544420294294128,False,19.423145662683314,13.823168613456158,True
7.0,11.0,0.2541269978033669,True,18.407553366643807,15.411163675728687,False
11.0,2.0,0.28674869280166987,False,149.52196105690655,74.94042624857855,False
13.0,9.0,0.41618198421104186,False,182.35744684215692,20.018827390891357,True
1.0,4.0,0.22283449668975897,False,309.3540495989448,17.288112390040922,True
9.0,7.0,0.40265236717707903,False,82.63947617649897,37.7647441219728,False
10.0,2.0,0.3302772060142002,True,17.579761228448234,14.556158034996757,False
11.0,8.0,0.42496894115883554,False,133.30479574146156,17.700774290089704,False
4.0,5.0,0.28978844244154967,False,648.2489739807397,31.524525318933144,True
2.0,8.0,0.48089265082986876,False,528.6695799080666,93.82778884506531,True
4.0,9.0,0.2067779161820844,False,308.52846325289437,20.400490913731513,True
0.0,1.0,0.3539636906254533,True,16.937715607698557,14.519222055735462,False
11.0,8.0,0.4908699709136117,False,268.94434069898546,118.23707101940683,False
6.0,0.0,0.10975794172663232,False,241.53190070386816,39.97998105308359,False
8.0,10.0,0.23153703040870216,False,325.4374261824024,74.37958592860664,False
3.0,10.0,0.4476560473457553,False,75.81904445435826,13.274101487908299,False
9.0,4.0,0.48321392710057137,False,277.07742576906077,23.76281931238362,False
11.0,4.0,0.15205902890314887,False,80.84924004983978,16.688713725777756,True
7.0,9.0,0.4625703348347031,False,56.25839681285781,16.44191367571094,True
10.0,9.0,0.46863979919239906,False,204.96056159688993,140.59713100505638,False
12.0,15.0,0.13564290928504522,False,25.27192369572842,13.356544167586112,True
4.0,5.0,0.09861043078312859,False,78.97820685858164,18.920717557489052,False
8.0,4.0,0.10323519005167459,False,94.10134555968719,18.858913565121526,True
9.0,2.0,0.24079938941626694,False,278.29910612160035,26.153937522947285,True
4.0,1.0,0.1861292975040046,False,129.266872862134,16.681976318670777,False
9.0,11.0,0.44358089843820836,False,38.906620509288175,17.095168615511113,False
10.0,3.0,0.22107507774787782,False,37.72100229242963,30.59757608584649,False
2.0,10.0,0.36268917293250785,True,12.734937468840565,10.314173830952251,False
9.0,7.0,0.08605673945692194,False,22.127813856972764,18.12091007897041,False
1.0,4.0,0.4387837831102578,False,569.0571838833156,19.137817297424075,True
14.0,15.0,0.45541007767908737,True,24.847570345626494,17.10495791189962,False
12.0,11.0,0.19855151536975307,False,39.94208901585181,14.69249973400813,False
7.0,6.0,0.21735253705623309,False,29.165773667549583,24.07653668547059,False
10.0,7.0,0.14623982160667348,False,59.82130112465192,30.128233545897263,False
17.0,16.0,0.22493185073177807,True,23.87956446452906,17.269800202516198,False
10.0,5.0,0.34166407332567617,False,346.9621999725377,39.43177011874173,False
5.0,1.0,0.2386829245372551,False,727.9196755624841,41.53478966940528,False
7.0,6.0,0.3500691248556747,False,50.302271047800424,13.493041538875362,True
0.0,3.0,0.15055741424814117,False,63.410372831494286,60.940792251043845,False
6.0,4.0,0.3657663926332635,False,881.0119142239279,49.53813907129872,False
13.0,15.0,0.40885258023606835,False,324.9561049002784,15.49105506472973,True
0.0,1.0,0.41536321772700874,True,18.079861778388285,15.315560608039567,False
4.0,14.0,0.21334907888818916,False,296.62477548932594,29.385443536698812,True
9.0,6.0,0.15512743273448365,False,70.5862411145481,18.579097218576575,False
13.0,7.0,0.14305582134393868,False,47.146102704322495,18.615319834309652,False
17.0,16.0,0.3381393164191866,True,19.85190743238287,17.721067880289873,False
12.0,15.0,0.4227567472525753,False,367.66829644481584,20.492494652590995,True
9.0,14.0,0.15025923756770146,False,30.431817926675482,15.820504268860802,True
11.0,7.0,0.3450186758641117,True,16.522822472588594,13.094649507792917,False
10.0,14.0,0.1539627863617929,False,163.42740001116837,38.64544271168245,True
12.0,14.0,0.21134439542357186,False,47.617267387705034,15.737663569765193,True
2.0,13.0,0.34190859116567696,False,54.908371475746854,9.46608885391831,False
10.0,2.0,0.28212433106925106,True,15.972922003912977,11.938510291670298,False
14.0,15.0,0.34813115027517216,True,18.526608066812383,12.636774941350847,False
8.0,7.0,0.12755281610795163,False,34.560807017491925,14.955428617403996,True
4.0,5.0,0.07271561907477173,False,51.586231427314196,21.746144198579668,True
6.0,9.0,0.07511838303955057,False,25.86805099239914,18.437624041272457,True
2.0,7.0,0.12442393715990738,False,148.61727556777444,22.170800064846535,False
0.0,3.0,0.21893148757116365,False,38.20263450737896,14.920262682285117,True
2.0,4.0,0.12847284163500783,False,31.817302428594317,16.726606909986963,True
15.0,13.0,0.3568261959778053,False,45.5931757860228,18.44080918406336,False
4.0,11.0,0.11447123116636336,False,101.56768130137813,19.47909136595531,False
1.0,2.0,0.25691981396359154,False,26.83550763536702,16.450993915449757,True
0.0,11.0,0.16093793880843785,False,174.2729051354487,18.243695143083304,False
3.0,10.0,0.27514557140153495,False,63.79108894333907,19.95875717550262,True
10.0,7.0,0.09736591539943801,False,46.85365356721404,13.735158458773764,False
12.0,7.0,0.10800406719600197,False,19.71402990485589,16.86028540917694,False
0.0,3.0,0.4579967089869547,False,740.9367152514394,49.90616441093372,False
9.0,5.0,0.3480787189628325,False,164.4624815277184,14.599276204882539,True
14.0,12.0,0.39334390783579315,False,22.83148162866673,18.5818489132569,False
11.0,8.0,0.43669591435683536,False,17.937254641901124,9.992368243315592,False
16.0,17.0,0.31557712437184415,True,17.991557422522533,12.965531117363096,False
11.0,0.0,0.4366982969751436,False,1176.637952684851,84.18564143311241,False
10.0,4.0,0.4350898711428222,False,239.27889277155134,29.174559749603493,True
2.0,0.0,0.3494915818930674,False,21.909855858343956,18.629291489803574,False
3.0,15.0,0.14586451595653677,False,130.07461217948747,34.32707270784713,True
2.0,4.0,0.32697734222324365,False,90.47320780625776,18.07023794719305,True
6.0,5.0,0.25785399869623066,True,17.58428014669911,15.29508038663301,False
6.0,5.0,0.45740723951590856,True,9.184172389084432,8.663840755332131,False
3.0,1.0,0.32641953413869507,False,195.51477406263203,24.124903060590178,True
9.0,3.0,0.07070150575275296,False,71.12710998374635,18.678437875612612,False
5.0,1.0,0.29786244082023244,False,860.0470049349168,60.044545522420485,True
11.0,1.0,0.37342089134741546,False,1251.1280854265551,284.8830147297999,False
9.0,8.0,0.3623995235269813,True,14.99858339325916,12.139087242775718,False
3.0,5.0,0.15751090317864466,False,338.1563464453029,32.56903499841439,False
13.0,12.0,0.10956095167115174,True,16.533275209457507,13.844113721101596,False
0.0,1.0,0.395768566986934,True,24.41442693024523,20.29219326878612,False
9.0,0.0,0.4715251466874623,False,505.09371076364005,23.99438790234981,True
3.0,15.0,0.4379759721104879,False,849.2031928763106,163.03992373430697,True
6.0,9.0,0.062405339111574504,False,34.57090935210901,14.725564023093042,False
8.0,6.0,0.2621051610301056,False,233.847114269747,28.077356911108655,False
10.0,4.0,0.36079157651644767,False,102.87792048186706,20.00285582691413,True
3.0,12.0,0.2505165042288248,False,58.424798130568966,15.069235576578443,True
1.0,4.0,0.32045639413594845,False,111.5011549569301,24.86130759582552,False
2.0,0.0,0.3032977123233904,False,22.670291847017065,16.093774873306693,False
2.0,3.0,0.48722663902093466,False,558.863383375987,20.2385891046499,True
4.0,1.0,0.2078382000687462,False,216.1346748739877,20.84610203181633,False
